id,label
159,1
524,0
114,2
212,1
533,0
226,2
108,2
321,1
456,0
567,0
38,2
518,0
346,1
393,0
406,0
265,1
199,1
400,0
491,0
181,1
195,1
317,1
427,0
485,0
383,0
437,0
600,0
423,0
215,2
85,2
3,2
341,1
241,1
31,2
164,1
459,0
296,1
450,0
240,1
128,2
474,0
15,2
73,2
252,1
388,0
279,1
353,1
292,1
231,1
141,1
131,1
399,0
362,0
514,0
358,1
495,0
368,0
477,0
509,0
82,2
550,0
304,1
503,0
272,1
545,0
260,1
186,1
418,0
172,1
582,0
596,0
444,0
338,1
525,0
331,1
287,1
498,0
468,0
89,2
372,0
434,0
313,1
412,0
57,2
