id,label
517,0
401,0
192,1
230,1
203,1
529,0
299,1
377,0
179,1
175,1
523,0
386,0
540,0
308,1
467,0
442,0
493,0
410,0
213,1
421,0
62,2
157,1
24,2
92,2
395,0
144,1
32,2
289,1
13,2
431,0
49,2
591,0
478,0
340,1
356,1
293,2
302,1
246,2
439,0
335,1
268,1
366,0
364,0
139,1
347,1
180,1
55,2
352,1
259,1
325,1
50,2
460,0
416,0
45,2
27,2
382,0
426,0
112,2
371,0
84,2
453,0
404,0
251,1
482,0
572,0
390,0
77,2
593,0
100,2
327,1
506,0
152,1
224,1
512,0
472,0
274,1
315,1
556,0
285,1
534,0
125,2
211,1
585,0
501,0
