id,label
276,1
151,1
70,2
452,0
307,1
449,0
124,2
262,1
133,1
145,1
229,1
414,0
183,1
314,1
521,0
86,2
201,1
4,2
170,1
324,2
191,1
355,1
319,1
429,0
527,0
254,1
483,0
238,2
531,0
46,2
424,0
363,0
36,2
397,0
488,0
178,1
391,0
345,1
380,0
269,1
219,1
156,1
294,1
500,0
385,0
350,1
538,0
245,1
99,2
1,2
37,2
83,2
66,2
471,0
29,2
499,0
441,0
117,2
511,0
516,0
492,0
21,2
405,0
547,0
375,0
553,0
298,1
464,0
250,1
284,2
505,0
409,0
217,2
476,0
436,0
332,1
580,0
583,0
599,0
42,2
342,1
569,0
138,1
301,1
329,1
