id,label
529,0
344,0
2,0
45,0
383,0
647,1
243,2
107,0
30,0
92,0
828,1
709,1
330,0
254,0
461,0
299,0
782,1
805,1
479,0
636,1
389,0
721,1
430,0
61,0
431,0
534,0
193,0
250,0
586,2
418,0
506,0
235,0
165,0
261,0
123,0
423,0
337,0
520,0
748,1
616,1
689,1
813,1
787,1
374,0
600,1
345,0
730,1
790,1
797,1
101,0
499,0
719,1
820,1
444,0
627,1
283,0
399,0
572,2
551,2
180,0
17,0
666,1
470,0
310,0
713,1
830,1
272,0
355,0
364,0
736,1
684,1
324,0
489,0
597,1
41,0
117,0
701,1
66,0
145,0
216,0
68,0
203,0
13,0
108,0
59,0
763,1
177,0
406,1
565,2
76,0
293,0
545,2
622,1
391,0
143,0
230,0
186,0
845,1
361,0
158,0
65,1
137,0
32,0
483,0
770,1
493,0
265,0
753,1
777,1
308,0
740,1
210,0
456,0
505,0
222,0
223,0
89,0
694,1
581,2
