id,label
642,1
601,1
320,2
614,1
661,1
325,0
348,0
705,1
303,0
766,1
773,1
6,0
741,1
239,0
667,1
227,0
764,1
630,1
251,0
501,0
149,0
791,1
284,0
75,0
449,0
256,0
346,0
273,0
849,1
496,0
587,2
316,0
195,0
118,0
339,0
558,2
207,0
392,0
356,0
113,0
538,2
171,0
463,0
211,0
183,0
362,0
482,0
754,1
779,1
400,0
268,0
382,0
217,0
407,0
262,0
804,1
144,0
722,1
50,0
103,0
519,0
583,2
369,0
530,0
166,0
190,0
460,0
174,0
457,0
539,2
829,1
680,1
474,0
487,0
131,0
650,1
631,1
102,0
695,1
514,0
295,0
140,0
231,0
237,0
178,0
93,0
685,1
289,0
387,0
815,1
78,1
437,0
375,0
159,0
563,2
69,0
427,0
334,0
715,1
394,0
710,1
789,1
81,0
623,1
74,0
44,0
416,0
573,2
87,0
822,1
837,1
220,0
591,2
309,0
617,1
125,0
733,1
729,1
432,0
