id,label
167,0
84,0
228,0
447,0
115,0
405,0
327,0
598,1
24,0
105,0
419,0
531,0
802,1
776,1
751,1
332,0
692,1
503,0
233,0
619,1
808,1
359,0
43,0
386,0
305,0
164,0
735,1
835,1
610,1
152,1
745,1
380,0
625,1
128,0
313,0
497,0
687,1
571,2
464,0
743,1
700,1
595,1
640,1
588,2
292,0
662,1
765,1
769,1
318,0
567,2
321,0
97,0
192,0
669,1
301,0
471,0
1,0
39,0
342,0
657,1
72,0
198,0
267,0
63,0
366,0
714,1
184,0
236,0
786,1
728,1
48,0
88,0
706,1
349,0
731,1
26,0
515,0
561,2
96,0
215,0
550,2
202,0
780,1
148,0
136,2
459,0
373,0
396,0
436,1
412,0
582,2
453,0
82,1
810,1
508,0
353,0
488,0
683,1
440,0
142,0
172,0
124,1
606,1
824,1
21,0
54,0
795,1
275,0
649,1
246,0
114,0
252,0
28,0
759,1
524,0
298,0
49,0
401,0
221,0
179,0
