id,label
395,1
304,0
686,1
749,1
452,0
605,1
16,0
732,1
784,1
244,0
238,0
494,0
290,0
458,0
248,0
549,2
691,1
604,1
704,1
94,0
170,0
522,0
774,1
462,0
742,1
219,0
638,1
331,0
466,0
429,0
655,1
521,0
111,0
79,0
800,1
297,0
768,1
794,1
4,0
38,1
645,1
438,0
379,0
659,1
628,1
126,0
445,0
384,0
762,1
727,1
56,0
175,0
737,1
187,0
232,0
500,0
181,0
263,0
269,0
417,0
258,0
807,1
7,0
535,2
224,0
83,0
323,0
838,1
673,1
433,0
490,0
317,0
121,0
566,2
716,1
347,0
570,2
196,0
620,1
584,2
191,0
85,0
100,0
726,1
146,0
817,1
276,0
340,0
314,0
208,0
141,0
411,0
593,2
132,0
90,0
576,2
357,1
592,2
507,1
302,0
502,0
402,0
163,0
212,0
285,0
823,1
229,0
150,0
477,0
104,0
711,1
778,1
486,0
665,1
618,1
351,0
363,0
370,0
757,1
